English,Afrikaans,Albanian,Amharic,Arabic,Armenian,Assamese,Aymara,Azerbaijani,Bambara,Basque,Belarusian,Bengali,Bhojpuri,Bosnian,Bulgarian,Catalan,Cebuano,Chinese (Simplified),Chinese (Traditional),Corsican,Croatian,Czech,Danish,Dhivehi,Dogri,Esperanto,Estonian,Ewe,Filipino (Tagalog),Finnish,French,Frisian,Galician,Georgian,Greek,Guarani,Gujarati,Haitian Creole,Hausa,Hawaiian,Hebrew,Hmong,Hungarian,Icelandic,Igbo,Ilocano,Irish,Javanese,Kannada,Kazakh,Khmer,Kinyarwanda,Konkani,Korean,Krio,Kurdish,Kurdish (Sorani),Kyrgyz,Lao,Latin,Latvian,Lingala,Lithuanian,Luganda,Luxembourgish,Macedonian,Maithili,Malagasy,Malay,Malayalam,Maltese,Maori,Marathi,Meiteilon (Manipuri),Mizo,Mongolian,Myanmar (Burmese),Nepali,Norwegian,Nyanja (Chichewa),Odia (Oriya),Oromo,Pashto,Persian,Portuguese,Punjabi,Quechua,Romanian,Russian,Samoan,Sanskrit,Scots Gaelic,Sepedi,Serbian,Sesotho,Shona,Sindhi,Sinhala (Sinhalese),Slovak,Slovenian,Somali,Sundanese,Swahili,Swedish,Tagalog (Filipino),Tajik,Tamil,Tatar,Telugu,Tigrinya,Tsonga,Turkish,Turkmen,Twi (Akan),Ukrainian,Urdu,Uyghur,Uzbek,Vietnamese,Welsh,Xhosa,Yiddish,Yoruba,Zulu
fifty-four,vier-en-vyftig,pesedhjete e kater,hamsa 'arat,'rb`h wkhmswn,hisownch'ors,caupncas,phisqa tunka pusini,elli dord,bi duuru ni naani,berrogeita hamalau,pyats'dzesyat chatyry,cuy'annti,cauvn ke ba,pedeset cetiri,petdeset i chetiri,cinquanta-quatre,kalim-an ug upat,WuShiSi,WuShiSi,cinquantaquattru,pedeset i cetiri,padesat ctyri,fireoghalvtreds,fansaas hatharu meehunneve,cauvn,kvindek kvar,viiskummend neli,blaato vo ene,limampu't apat,viisikymmentanelja,cinquante-quatre,fjouwerenfyftich,cincuenta e catro,ormotsdatotkhmet'i,peninta tessera,cincuenta y cuatro,copn,senkant-kat,hamsin da hudu,kanalimakumaha,hmysym v'rv',tsib caug plaub,otvennegy,fimmtiu og fjogur,iri ise na ano,limapulo ket uppat,caoga a ceathair,seket papat,aivtnalku,elu tort,hasebbuon,mirongo itanu na bane,cauvn vrsam jalim,OSibSa,fifti-fo,penci u car,penj w chwr,eluu tort,hasibsi,quinquaginta quattuor,piecdesmit cetri,ntuku mitano na minei,penkiasdesimt keturi,ataano mu nnya,fofzeg-veier,pedeset i chetiri,cauvn,efatra amby dimampolo,lima puluh empat,ampttinal,erbgha u hamsin,rima tekau ma wha,caupnn,mna mrigi mnunda.,sawmnga leh pali a ni,tavin dorov,nachyle,cauvn,femtifire,makumi asanu ndi anayi,cbis,shantamii afur,tslwr pndzws,pnjh w chhr,cinquenta e quatro,cauvmja,pichqa chunka tawayuq,cincizeci si patru,pyat'desyat chetyre,limasefulufa,ctuhpncast,caogad 's a ceithir,masomehlano-nne,pedeset chetiri,mashome a mahlano a metso e mene,makumi mashanu neina,chwwyhh,pns htr,patdesiatstyri,stiriinpetdeset,konton iyo afar,lima puluh opat,hamsini na nne,femtiofyra,limampu't apat,panjohu chor,aimpttu nanku,ille durt,yabhai nalugu,hamsan 'arba`ten 'yu.,makume ntlhanu mune,elli dort,elli dort,aduonum anan,p'yatdesyat chotiri,chwwn,i'ellak tot,ellik to'rt,nam muoi bon,pum deg pedwar,amashumi amahlanu anesine,fyr 'vn fvftsyk,aadota-merin,amashumi amahlanu nane
fifty-five,vyf en vyftig,pesedhjete e pese,hamsa 'amst,khmsh khmsh wkhmswn,hisownhing,pncas,phisqa tunka phisqhani,elli bes,bi duuru ni duuru,berrogeita hamabost,pyats'dzesyat pyats',pncann,pcpn ke ba,pedeset pet,petdeset i pet,cinquanta-cinc,kalim-an ug lima,fifShiWu,WuShiWu,cinquantacinque,pedeset i pet,padesat pet,femoghalvtreds,fansaas fas meehunneve,pcpn,kvindek kvin,viiskummend viis,blaato vo ato,limampu't lima,viisikymmentaviisi,cinquante 55,fiifenfyftich,cincuenta e cinco,ormotsdatkhutmet'i,peninta pente,cincuenta y cinco,pmcavn,senkant-senk,hamsin da biyar,kanalimakumamalima,hmysym vhms,tsib caug tsib,otvenot,fimmtiu og fimm,iri ise na ise,limapulo ket lima,caoga a cuig,seket lima,aivttaidu,elu bes,hasebbraam,mirongo itanu na gatanu,pmcavn vrsam jalim,OSibSa 55,fifti-fayv,penci u penc,penj w penj,eluu besh,hasibha,quinquaginta quinque,piecdesmit pieci,ntuku mitano na mitano,penkiasdesimt penki,ataano mu ttaano,fofzeg-fennef,pedeset i pet,pcpn,Dimy amby dimam-polo,lima puluh lima,ampttiync,hamsa u hamsin,rima tekau ma rima,pmcavnn,mnasuba mna.,sawmnga leh panga a ni,tavin tav,nachyna,pcpn,femtifem,makumi asanu ndi asanu,pcas,shantamii shan,pndzh pndzws,pnjh w pnj,cinquenta cinquenta e cinco,pmjah-pmjah,pichqa chunka pichqayuq,cincizeci si cinci,pyat'desyat tysyacha pyat',limasefulu-lima,pncast,caogad 's a coig,masomehlano-hlano,pedeset pet,mashome a mahlano a metso e mehlano,makumi mashanu neshanu,pnjhh,pns phyi,patdesiatpat,petinpetdeset,konton iyo shan,lima puluh lima,hamsini na tano,femtiofem,limampu't lima,panjohu panj,aimpttaintu,ille bish,yabhai aidu,hamsan hamushten 'yu.,makume ntlhanu ntlhanu,bes ty-bes,elli bas,aduonum anum,p'yatdesyat p'yat',pchpn,i'ellak besh,ellik besh,nam muoi ty-nam,pum deg pump,amashumi amahlanu anesihlanu,fynf 'vn fvftsyk,aadota-marun,amashumi amahlanu nanhlanu
fifty-six,ses en vyftig,pesedhjete e gjashte,hamsa sdst,sth wkhmswn,hisownvets',chy'pncas,phisqa tunka suxtani,elli alti,bi duuru ni wooro,berrogeita hamasei,pyats'dzesyat shests',chappann,chppn ke ba,pedeset sest,petdeset i shest,cinquanta-sis,kalim-an ug unom,WuShiLiu,WuShiLiu,cinquantasei,pedeset i sest,padesat sest,seksoghalvtreds,fansaas ha eve,chppn,kvindek ses,viiskummend kuus,blaato vo ade,limampu't anim,viisikymmentakuusi,56,seisenfyftich,cincuenta e seis,ormotsdatekvsmet'i,peninta exi,cincuenta y seis,chppn,senkant-sis,hamsin da shida,kanalimakumamaono,hmysym vss,tsib caug rau,otvenhat,fimmtiu og sex,iri ise na isii,limapulo ket innem,caoga a se,seket nem,aivttaru,elu alty,hasebbraammuoy.,mirongo itanu na gatandatu,chppn vrsam jalim,56,fifti siks,penci u ses,penj w shesh,eluu alty,hasibhok,quinquaginta sex,piecdesmit sesi,ntuku mitano na motoba,penkiasdesimt sesi,ataano mu mukaaga,fofzeg-sechs,pedeset i shest,chppn,Enina amby dimam-polo,lima puluh enam,ampttiyar,sitta u hamsin,rima tekau ma ono,chppn,mnasuba 6.,sawmnga leh paruk a ni,tavin zurgaa,nachykhreak,chppn,femtiseks,makumi asanu ndi limodzi,sathie,shantamii ja'a,shpzh pndzws,pnjh w shsh,cinquenta e seis,ch'bi-che,pichqa chunka suqtayuq,cincizeci si sase,pyat'desyat shest',limasefuluono,stpncast,caogad 's a sia,masomehlano-tshela,pedeset shest,mashome a mahlano a metso e tsheletseng,makumi mashanu nenhanhatu,chhyn,pns hy,patdesiatsest,sestinpetdeset,konton iyo lix,lima puluh genep,hamsini na sita,femtiosex,limampu't anim,panjohu shash,aimpttaru,ille alty,yabhai aru,hamsan shdushten,makume ntlhanu na tsevu,elli alti,elli alty,aduonum nsia,p'yatdesyat shist',chhpn,i'ellak i'lte,ellik olti,nam muoi sau,pum deg chwech,amashumi amahlanu anesithandathu,z'ks 'vn fvftsyk,merindinlogota,amashumi amahlanu nesithupha
fifty-seven,sewe en vyftig,pesedhjete e shtate,hamsa sebat,sb`h wkhmswn,hisownyot',satpncas,phisqa tunka paqallquni,elli yeddi,bi duuru ni wolonwula,berrogeita hamazazpi,pyats'dzesyat sem,pmcattr,sttavn ke ba,pedeset sedam,petdeset i sedem,cinquanta-set,kalim-an ug pito,WuShiQi,WuShiQi,cinquantasette,pedeset i sedam,padesat sedm,syvoghalvtreds,fansaas hath meehunneve,sttavn,kvindek sep,viiskummend seitse,blaato vo adre,limampu't pito,viisikymmentaseitseman,57,sanenfyftich,cincuenta e sete,ormotsdachvidmet'i,peninta epta,cincuenta y siete,pmcavn,senkant-set,hamsin da bakwai,kanalimakumamahiku,hmysym vsv',tsib caug xya,otvenhet,fimmtiu og sjo,iri ise na asaa,limapulo ket pito,caoga a seacht,seket pitu,aivttelu,elu zheti,hasebbraampeir,mirongo itanu na karindwi,sttavn,57,fifti en sevin,penci u heft,penj w hewt,eluu zheti,hasibechad,quinquaginta septem,piecdesmit septini,ntuku mitano na nsambo,penkiasdesimt septyneri,ataano mu musanvu,fofzeg-siwen,pedeset i sedum,sttavn,Fito amby dimam-polo,lima puluh tujuh,ampttiyel,sebgha u hamsin,rima tekau ma whitu,sttavnn,mnasuba 77.,sawmnga leh pasarih a ni,tavin doloo,nachykhunc,pcas sat,femtisju,makumi asanu ndi awiri,pcas sat,shantamii torba,wwh pndzws,pnjh w hft,cinquenta e sete,57,pichqa chunka qanchisniyuq,cincizeci si sapte,pyat'desyat sem',limagafulu ma le fitu,sptpncast,caogad 's a seachd,masomehlano-supa,pedeset sedam,mashome a mahlano a metso e supileng,makumi mashanu nenomwe,pnjhh,pns htyi,patdesiatsedem,sedeminpetdeset,konton iyo toddoba,lima puluh tujuh,hamsini na saba,femtiosju,limampu't pito,panjohu haft,aimpttelu,ille jide,yabhai edu,hamsan shew`aten,makume ntlhanu nkombo,elli yedi,elli yedi,aduonum nson,p'yatdesyat sim,stwn,i'ellak yette,ellik yetti,nam muoi bay,pum deg saith,amashumi amahlanu anesixhenxe,zyvn 'vn fvftsyk,adota-meje,amashumi amahlanu nesikhombisa
fifty-eight,agt en vyftig,pesedhjete e tete,hamsa smnt,thmnyh wkhmswn,hisownowt',athpncas,phisqa tunka llatunkani,elli sekkiz,bi duuru ni seegin,berrogeita hamazortzi,pyats'dzesyat vosem,atanbbi,ad'vn ke ba,pedeset osam,petdeset i osem,cinquanta-vuit,kalim-an ug walo,WuShiBa,WuShiBa,cinquantottu,pedeset i osam,padesat osm,otteoghalvtreds,fansaas ashe,ad'vn,kvindek ok,viiskummend kaheksa,blaato vo enyi,limampu't walo,viisikymmentakahdeksan,58,achtenfyftich,cincuenta e oito,ormotsdatvramet'i,peninta okto,cincuenta y ocho,pmcavn,senkant-uit,hamsin da takwas,kanalimakumawalu,hmysym vsmvnh,tsib caug yim,otvennyolc,fimmtiu og atta,iri ise na asato,limapulo ket walo,caoga a hocht,seket wolu,aivttemtu,elu segiz,hasebbraambei,mirongo itanu n'umunani,aththavn vrsam jalim,58,fifti-eit,penci u hest,penj w hesht,eluu segiz,hasibepd,quinquaginta octo,piecdesmit astoni,ntuku mitano na mwambe,penkiasdesimt astuoni,ataano mu munaana,fofzeg-aacht,pedeset i osum,ad'vn,Valo amby dimam-polo,lima puluh lapan,ampttiyett,tmienja u hamsin,rima tekau ma waru,aththavnn,58 suba.,sawmnga leh pariat a ni,tavin naym,nachyrhc,aththavn,femtiatte,makumi asanu ndi atatu,pcas ath,shantamii saddeet,th pndzws,pnjh w hsht,cinquenta e oito,58,pichqa chunka pusaqniyuq,cincizeci si opt,pyat'desyat vosem',lima sefulu valu,astpncast,caogad 's a h-ochd,masomehlano-seswai,pedeset osam,mashome a mahlano a metso e robedi,makumi mashanu nesere,thytlyhh,pns at,patdesiatosem,oseminpetdeset,konton iyo siddeed,lima puluh dalapan,hamsini na nane,femtioatta,limampu't walo,panjohu hasht,aimpttettu,ille sigez,yabhai enimidi,hamsan shemonten `amet,makume ntlhanu nhungu,elli sekiz,elli sekiz,aduonum awotwe,p'yatdesyat visim,thwn,i'ellak sekkaz,ellik sakkiz,nam muoi tam,pum deg wyth,amashumi amahlanu anesibhozo,'akht 'vn fvftsyk,aadota-meji,amashumi amahlanu nesishiyagalombili
fifty-nine,nege en vyftig,pesedhjete e nente,hamsa zet'eny,ts`h wkhmswn,hisowniny,unpncas,phisqa tunka llatunkani,elli doqquz,bi duuru ni kononton,berrogeita hemeretzi,pyats'dzesyat dzevyats',unpncas,unvn ke ba,pedeset devet,petdeset i devet,cinquanta-nou,kalim-an ug siyam,WuShiJiu,WuShiJiu,cinquantanove,pedeset i devet,padesat devet,nioghalvtreds,fansaas nuva eve,unvn,kvindek nau,viiskummend uheksa,blaato vo enyi,limampu't siyam,viisikymmentayhdeksan,59,njoggenenfyftich,cincuenta e nove,ormotsdatskhramet'i,peninta ennea,cincuenta y nueve,pmcavn,senkantnef,hamsin da tara,kanalimakumaiwa,hmysym vts',tsib caug cuaj,otvenkilenc,fimmtiu og niu,iri ise na itoolu,limapulo ket siam,caoga a naoi,seket sanga,aivttombttu,elu toghyz,hasebbraambuon,mirongo itanu n'icyenda,ekonvnn vrsam jalim,59,fifti-nayn,penci u neh,penj w no,eluu toguz,hasibekoa,quinquaginta novem,piecdesmit devini,ntuku mitano na libwa,penkiasdesimt devyni,ataano mu mwenda,fofzeg-neng,pedeset i devet,unvn,Sivy amby dimam-polo,lima puluh sembilan,ampttompt,disgha u hamsin,rima tekau ma iwa,ekonpnnas,mnasuba chida.,sawmnga leh pakua a ni,tavin es,nachykiu,pcasaum,femti-ni,makumi asanu mphambu zisanu ndi zinayi,pcas na,shantamii sagal,nhh pndzws,pnjh w nh,cinquenta e nove,59,pichqa chunka isqunniyuq,cincizeci si noua,pyat'desyat devyat',limasefulu ma le iva,nvpncast,caogad 's a naoi,masomehlano-senyane,pedeset devet,mashome a mahlano a metso e robong,makumi mashanu nepfumbamwe,pnjhh,pns nvy,patdesiatdevat,devetinpetdeset,konton iyo sagaal,lima puluh salapan,hamsini na tisa,femtionio,limampu't siyam,panjohu nuh,aimpttonptu,ille tugyz,yabhai tommidi,hamsan tsh`aten,makume ntlhanu nhungu,elli dokuz,elli dokuz,aduonum akron,p'yatdesyat dev'yat',pchpn,i'ellak twqquz,ellik to'qqiz,nam muoi chin,pum deg naw,amashumi amahlanu anesithoba,neyan 'vn fvftsyk,mokandinlogota,amashumi amahlanu nesishiyagalolunye
sixty,sestig,gjashtedhjete,slsa,stwn,vat'sown,sathi,suxta tunka,altmis,biwooro,hirurogei,shests'dzesyat,sat,sath,sezdeset,shestdeset,seixanta,kan-uman,LiuShi,LiuShi,sessanta,sezdeset,sedesat,tres,fasdholhas,stth,sesdek,kuuskummend,blaade,animnapu,kuusikymmenta,soixante,sechstich,sesenta,samotsi,exinta,poteipa,sath,swasant,sittin,kanaono,shishiym,rau caum,hatvan,sextiu,iri isii,innem a pulo,seasca,sewidak,arvttu,alpys,hokseb,mirongo itandatu,sath,60,siksti,sest,shest,altymysh,hoksib,sexaginta,sesdesmit,ntuku motoba,sesiasdesimt,nkaaga,siechzeg,sheeset,sath,enim-polo,enam puluh,arupt,sittin,ono tekau,sath,humphu,sawmruk,zharan,khreakchy,sath,seksti,makumi asanu ndi limodzi,sathie,jaatama,shpyth,shst,sessenta,s'th,suqta chunka,saizeci,shest'desyat,ono sefulu,ssti,seasgad,masometshela,shezdeset,mashome a tsheletseng,makumi matanhatu,sth,haet,sestdesiat,sestdeset,lixdan,genep puluh,sitini,sextio,animnapu,shast,aruptu,altmysh,arvai,sdsa,makumetsevu,altmis,altmys,aduosia,shistdesyat,sth,i'tmash,oltmish,sau muoi,trigain,Amashumi amathandathu,z'khtsyk,ogota,amashumi ayisithupha
sixty-one,een-en-sestig,gjashtedhjete e nje,slsa 'and,whd wstwn,vat'sownmek,ekssthi,suxta tunka mayani,altmis bir,bi wooro ni kelen,hirurogeita bat,shests'dzesyat adzin,ekstti,eksth go ke ba,sezdeset jedan,shestdeset i edno,seixanta-un,kan-uman ug usa,LiuShiYi,LiuShiYi,sessanta unu,sezdeset jedan,sedesat jedna,enogtres,ashdiha eke,iksth,sesdek unu,kuuskummend uks,blaade vo deka,animnapu't isa,kuusikymmentayksi,soixante et un,ienensechtich,sesenta e un,samotsdaerti,exinta ena,sesenta y uno,61,swasant-yonn,sittin da daya,kanaonokumakahi,sysym v'ht,rau caum,hatvanegy,sextiu og einn,iri isii na otu,innem a pulo ket maysa,seasca a haon,sewidak siji,arvttomdu,alpys bir,hoksebmuoy.,mirongo itandatu na rimwe,eksth vrsam jalim,61,siksti en wan,sest u yek,shest w yek,altymysh bir,hoksibhnung,sexaginta unus,sesdesmit viens,ntuku motoba na moko,sesiasdesimt vienas,nkaaga mu emu,siechzeg-eent,sheeset i eden,eksthi,Amby enim-polo,enam puluh satu,arupttiyonn,wiehed u sittin,ono tekau ma tahi,eksst,61 suba.,sawmruk leh pakhat a ni,zharan neg,khreakchytc,eksththi,sekstien,makumi asanu ndi limodzi ndi chimodzi,sathie,jaatamaa fi tokko,yw shpyth,shst w yk,sessenta e um,s'th ik,soqta chunka hukniyuq,saizeci si unu,shest'desyat odin,ono sefulu tasi,eksstih,seasgad 's a h-aon,masometshela-tee,shezdeset jedan,mashome a tsheletseng a motso o mong,makumi matanhatu nerimwe,sth hk,haet ekyi,sestdesiatjeden,enainsestdeset,kow iyo lixdan,genep puluh hiji,sitini na moja,sextioen,animnapu't isa,shastu yak,arupttonru,altmysh ber,arvai okti,ssan haden zbehalu mhwanom yflet',makume-nhungu-n'we,altmis bir,altmys bir,aduosia biako,shistdesyat odin,ksth,i'tmash bar,oltmish bir,sau muoi mot,chwe deg un,amashumi amathandathu ananye,'yyn 'vn z'khtsyk,ogota-okan,amashumi ayisithupha nanye
sixty-two,twee en sestig,gjashtedhjete e dy,slsa hulet,thnn wstwn,vat'sown erkow,bassthi,suxta tunka payani,altmis iki,bi wooro ni fila,hirurogeita bi,shests'dzesyat dva,bastti,basth ke ba,sezdeset dva,shestdeset i dve,seixanta-dos,kan-uman ug duha,LiuShiEr,LiuShiEr,sessantadui,sezdeset i dvije,sedesat dva,toogtres,ashdiha dhe meehunneve,basth,sesdek du,kuuskummend kaks,blaade vo eve,animnapu't dalawa,kuusikymmentakaksi,soixante-deux,twaensechstich,sesenta e dous,samotsdaori,exinta dyo,sesenta y dos,bamsth,swasant-de,sittin da biyu,kanaonokumamalua,sysym vstyym,rau caum ob,hatvanketto,sextiu og tveir,iri isii na abuo,innem a pulo ket dua,seasca a do,sewidak loro,arvtterdu,alpys eki,hoksebpeir,mirongo itandatu na kabiri,basth,62,siksti tu,sest u du,shest w dww,altymysh eki,hoksibsng,sexaginta duo,sesdesmit divi,ntuku motoba na mibale,sesiasdesimt du,nkaaga mu bbiri,zweeanzechzeg,sheeset i dva,basthi,Roa amby enim-polo,enam puluh dua,arupttirnt,tnejn u sittin,ono tekau ma rua,basst,62 sure.,sawmruk leh pahnih,zharan khoer,khreakchynhc,bastthi,sekstito,makumi asanu ndi limodzi mphambu ziwiri,sathie,jaatamaa fi lama,dwh shpyth,shst w dw,sessenta e dois,bhth,soqta chunka iskayniyuq,saizeci si doi,shest'desyat dva,onosefulu ma le lua,dvasstih,seasgad 's a dha,masometshela-pedi,shezdeset dva,mashome a tsheletseng a metso e mmedi,makumi matanhatu nembiri,bhtr,haet dek,sestdesiatdva,dvainsestdeset,lixdan iyo laba,genep puluh dua,sitini na mbili,sextiotva,animnapu't dalawa,shastu du,arupttirntu,altmysh ike,arvai remdu,ssan klten zbehalu mhwanom yflet',makume-nhungu-mbirhi,altmis iki,altmys iki,aduosia abien,shistdesyat dva,bsth,i'tmash i'akka,oltmish ikki,sau muoi hai,chwe deg dau,amashumi amathandathu anesibini,tsvey 'vn z'khtsyk,ogota-meji,amashumi ayisithupha nambili
sixty-three,drie en sestig,gjashtedhjete e tre,slsa sost,thlthh wstwn,vat'sown erek',tessthi,suxta tunka kimsani,altmis uc,bi wooro ni saba,hirurogeita hiru,shests'dzesyat try,testti,testh go ke ba,sezdeset tri,shestdeset i tri,seixanta-tres,kan-uman ug tulo,LiuShiSan,LiuShiSan,sessanta tre,sezdeset i tri,sedesat tri,treogtres,ashdiha thin meehunneve,testh,sesdek tri,kuuskummend kolm,blaade vo eto,animnapu't tatlo,kuusikymmentakolme,soixante-trois,trije en sechstich,sesenta e tres,samotsdasami,exinta tria,sesenta y tres,tristh,swasant twa,sittin da uku,kanaonokumamakolu,sysym vslvs,rau caum peb,hatvanharom,sextiu og thrir,iri isii na ato,innem a pulo ket tallo,seasca a tri,sewidak telu,arvttmuru,alpys ush,hoksebbei,mirongo itandatu na gatatu,testh vrsam jalim,63,siksti tri tri,sest u se,shest w se,altymysh uch,hoksibsam,sexaginta tres,sesdesmit tris,ntuku motoba na misato,sesiasdesimt trys,nkaaga mu ssatu,siechzeg-drai,sheeset i tri,testhi,telo amby enim-polo,enam puluh tiga,arupttimunn,tlieta u sittin,ono tekau ma toru,tresst,63 sure.,sawmruk leh pathum a ni,zharan gurav,khreakchysum,chttisti,sekstitre,makumi asanu ndi limodzi mphambu zitatu,sathie,jaatamaa fi sadii,dre shpyth,shst w sh,sessenta e tres,s'th-timn,soqta chunka kimsayuq,saizeci si trei,shest'desyat tri,onosefulu-tolu,tryosstih,seasgad 's a tri,masometshela-tharo,shezdeset tri,mashome a tsheletseng a metso e meraro,makumi matanhatu nenhatu,tyhh ty,haet tunk,sestdesiattri,triinsestdeset,saddex iyo lixdan,genep puluh tilu,sitini na tatu,sextiotre,animnapu't tatlo,shastu se,arupttu munru,altmysh och,arvai mudu,ssan selesten zbehalu mhwanom yflet',makume-nhungu-nharhu,altmis uc,altmys uc,aduosia abiesa,shistdesyat tri,trysth,i'tmash i'uch,oltmish uch,sau muoi ba,chwe deg tri,amashumi amathandathu anesithathu,dryy 'vn z'khtsyk,ogota-meta,amashumi ayisithupha nantathu
sixty-four,vier en sestig,gjashtedhjete e kater,slsa 'arat,'rb`h wstwn,vat'sownch'ors,caussthi,suxta tunka pusini,altmis dord,bi wooro ni naani,hirurogeita lau,shests'dzesyat chatyry,caustti,caumsth go ke ba,sezdeset cetiri,shestdeset i chetiri,seixanta-quatre,kan-uman ug upat,LiuShiSi,LiuShiSi,sessantaquattru,sezdeset i cetiri,sedesat ctyri,fireogtres,ashdiha hatharu meehunneve,caumsth,sesdek kvar,kuuskummend neli,blaade vo ene,animnapu't apat,kuusikymmentanelja,soixante-quatre,fjouwerensechtich,sesenta e catro,samotsdaotkhi,exinta tessera,sesenta y cuatro,costh,swasant kat,sittin da hudu,kanaonokumaha,sysym v'rv',rau caum plaub,hatvannegy,sextiu og fjorir,iri isii na ano,innem a pulo ket uppat,seasca ceathair,sewidak papat,arvttnalku,alpys tort,hoksebbuon,mirongo itandatu na kane,causth vrsam jalim,64,siksti-fo,sest u car,shest w chwr,altymysh tort,hoksibsi,sexaginta quattuor,sesdesmit cetri,ntuku motoba na minei,sesiasdesimt keturi,nkaaga mu nnya,siechzeg-veier,sheeset i chetiri,caumsthi,Efatra amby enim-polo,enam puluh empat,arupttinal,erbgha u sittin,ono tekau ma wha,causst,64 sure.,sawmruk leh pali a ni,zharan dorov,khreakchyle,causth,sekstifire,makumi asanu ndi limodzi mphambu anayi,sathie,jaatamaa fi afur,tslwr shpyth,shst w chhr,sessenta e quatro,cauhth,soqta chunka tawayuq,saizeci si patru,shest'desyat chetyre,onogafulu ma le fa,ctuhsstih,seasgad 's a ceithir,masometshela-nne,shezdeset chetiri,mashome a tsheletseng a metso e mene,makumi matanhatu nemana,chwwyhh,haet htryi,sestdesiatstyri,stiriinsestdeset,afar iyo lixdan,genep puluh opat,sitini na nne,sextiofyra,animnapu't apat,shastu chor,arupttu nanku,altmysh durt,arvai nalugu,ssan 'arba`ten 'yu.,makume-nhungu-mune,altmis dort,altmys dort,aduosia anan,shistdesyat chotiri,chwnsth,i'tmash tot,oltmish to'rt,sau muoi bon,chwe deg pedwar,amashumi amathandathu anesine,fyr 'vn z'khtsyk,ogota-merin,amashumi ayisithupha nane
sixty-five,vyf en sestig,gjashtedhjete e pese,slsa 'amst,khmsh wstwn,vat'sownhing,py'ssthi,suxta tunka phisqhani,altmis bes,bi wooro ni duuru,hirurogeita bost,shests'dzesyat pyats',pmy'stti,paimsth go ke ba,sezdeset pet,shestdeset i pet,seixanta-cinc,kan-uman ug lima,LiuShiWu,LiuShiWu,sessantacinque,sezdeset pet,sedesat pet,femogtres,ashdiha fas meehunneve,paimsth,sesdek kvin,kuuskummend viis,blaade vo ato,animnapu't lima,kuusikymmentaviisi,soixante-cinq,fiifensechtich,sesenta e cinco,samotsdatkhutmet'i,exinta pente,sesenta y cinco,pamsth,swasant-senk,sittin da biyar,kanaonokumamalima,sysym vhms,rau caum tsib,hatvanot,sextiu og fimm,iri isii na ise,innem a pulo ket lima,seasca a cuig,sewidak lima,arvttaidu,alpys bes,hoksebbraam,mirongo itandatu na gatanu,pmcsth jalim,65,siksti fayv,sest u penc,shest w penj,altymysh besh,hoksibha,sexaginta quinque,sesdesmit pieci,ntuku motoba na mitano,sesiasdesimt penkeri,nkaaga mu ttaano,siechzeg-fennef,sheeset i pet,pcsthi,Dimy amby enim-polo,enam puluh lima,arupttnc,hamsa u sittin,ono tekau ma rima,passt,65 sure.,sawmruk leh panga a ni,zharan tav,khreakchyna,paimsth,sekstifem,makumi asanu ndi limodzi mphambu zisanu,sathie,jaatamaa fi shan,pndzh shpyth,shst w pnj,sessenta e cinco,s'th-pmjah,soqta chunka pichqayuq,saizeci si cinci,shest'desyat pyat',onosefulu-lima,pncsstih,seasgad 's a coig,masometshela-hlano,shezdeset pet,mashome a tsheletseng a metso e mehlano,makumi matanhatu neshanu,pnjhh,haetphyi,sestdesiatpat,petinsestdeset,shan iyo lixdan,genep puluh lima,sitini na tano,sextiofem,animnapu't lima,shastu panch,arupttaintu,altmysh bish,arvai aidu,ssan hamushten 'yu.,makume-nhungu-ntlhanu,altmis bes,altmys bas,aduosia anum,shistdesyat p'yat',pynsth,i'tmash besh,oltmish besh,sau muoi nam,chwe deg pump,amashumi amathandathu anesihlanu,fynf 'vn z'khtsyk,ogota-marun,amashumi ayisithupha nanhlanu
